Product,Price,Link,Rating,Brand,Age Range,Ingredients,Sales
"Blue Buffalo True Solutions Small & Mighty Natural Dry Food for Adult Small Breed Dogs, Chicken, 11-lb Bag",$39.98,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NjIyNTI2Mjc5MTg1NjMwOjE3MzMwMzA3OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI2MjU1NzQ0MzAwMjo6Mjo6&url=%2FBlue-Buffalo-Solutions-Natural-Chicken%2Fdp%2FB08T5SV8T8%2Fref%3Dsxin_13_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.6b32b29c-c1e7-4548-a253-3cba792cf5c7%253Aamzn1.sym.6b32b29c-c1e7-4548-a253-3cba792cf5c7%26cv_ct_cx%3Dpet%2Bfood%26dib%3DeyJ2IjoiMSJ9.lJCgDwlTmXzI8DcUd8CfOHY7EuKvVcQ0BijrFqGJUADpPqDl3XcgmVqfSmFnl4PIYdBPHhrCdsxte3KjqVifKw.aUgO2Qdlz4yMceXrfoaij2O1RobLAJyT8G6_zIDX8Ec%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26pd_rd_i%3DB08T5SV8T8%26pd_rd_r%3D3b8a3859-c14c-4548-9a5b-f2ef070c4133%26pd_rd_w%3D7NdPX%26pd_rd_wg%3DQiyfd%26pf_rd_p%3D6b32b29c-c1e7-4548-a253-3cba792cf5c7%26pf_rd_r%3DW18RGAN4CGNA7C92F8JP%26qid%3D1733030795%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-3-2c727eeb-987f-452f-86bd-c2978cc9d8b9-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.5 out of 5 stars,Blue Buffalo,Adult,"Deboned Chicken, Chicken Meal, Barley, Oatmeal, Brown Rice, Salmon Meal, Chicken Fat (preserved with Mixed Tocopherols), Flaxseed (source of Omega 6 Fatty Acids), Dried Plain Beet Pulp, Natural Flavor, Fish Oil (source of Omega 3 Fatty Acids), Potassium Chloride, Salt, Direct Dehydrated Alfalfa Pellets, Dried Tomato Pomace, Hydrolyzed yeast, Fructooligosaccharides, Choline Chloride, Alfalfa Nutrient Concentrate, Calcium Carbonate, Yeast Culture, Dicalcium Phosphate, L-Threonine, Vitamin E Supplement, DL-Methionine, Taurine, L-Tryptophan, L-Carnitine, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), preserved with Mixed Tocopherols, Sweet Potatoes, Carrots, Garlic, Zinc Amino Acid Chelate, Zinc Sulfate, Vegetable Juice for color, Ferrous Sulfate, Iron Amino Acid Chelate, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Niacin (Vitamin B3), Calcium Pantothenate (Vitamin B5), Copper Sulfate, Biotin (Vitamin B7), L-Lysine, Vitamin A Supplement, Copper Amino Acid Chelate, Manganese Sulfate, Manganese Amino Acid Chelate, Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride (Vitamin B6), Calcium Iodate, Folic Acid (Vitamin B9), Sodium Selenite, Oil of Rosemary",700+ bought in past month
,$.,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NjIyNTI2Mjc5MTg1NjMwOjE3MzMwMzA3OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDIwNTI2ODA0OTEwMjo6Mzo6&url=%2FPurina-Pro-Plan-Shredded-Formula%2Fdp%2FB00HHN05QW%2Fref%3Dsxin_13_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.6b32b29c-c1e7-4548-a253-3cba792cf5c7%253Aamzn1.sym.6b32b29c-c1e7-4548-a253-3cba792cf5c7%26cv_ct_cx%3Dpet%2Bfood%26dib%3DeyJ2IjoiMSJ9.lJCgDwlTmXzI8DcUd8CfOHY7EuKvVcQ0BijrFqGJUADpPqDl3XcgmVqfSmFnl4PIYdBPHhrCdsxte3KjqVifKw.aUgO2Qdlz4yMceXrfoaij2O1RobLAJyT8G6_zIDX8Ec%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26pd_rd_i%3DB00HHN05QW%26pd_rd_r%3D3b8a3859-c14c-4548-9a5b-f2ef070c4133%26pd_rd_w%3D7NdPX%26pd_rd_wg%3DQiyfd%26pf_rd_p%3D6b32b29c-c1e7-4548-a253-3cba792cf5c7%26pf_rd_r%3DW18RGAN4CGNA7C92F8JP%26qid%3D1733030795%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-4-2c727eeb-987f-452f-86bd-c2978cc9d8b9-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.7 out of 5 stars,Purina Pro Plan,Adult,"Salmon, Rice, Whole Grain Wheat, Poultry By-product Meal (Source Of Glucosamine), Soybean Meal, Beef Fat Preserved With Mixed-tocopherols, Corn Gluten Meal, Barley, Oat Meal, Dried Egg Product, Fish Meal (Source Of Glucosamine), Dried Beet Pulp, Natural Flavor, Glycerin, Wheat Bran, Calcium Carbonate, Soybean Oil, Salt, Mono And Dicalcium Phosphate, Potassium Chloride, Minerals [Zinc Proteinate, Manganese Proteinate, Ferrous Sulfate, Copper Proteinate, Calcium Iodate, Sodium Selenite], Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Menadione Sodium Bisulfite Complex (Vitamin K), Vitamin D-3 Supplement, Biotin (Vitamin B-7)], Choline Chloride, L-lysine Monohydrochloride, L-ascorbyl-2-polyphosphate (Vitamin C), Dried Bacillus Coagulans Fermentation Product, Garlic Oil. D449219",8K+ bought in past month
,$.,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1NjIyNTI2Mjc5MTg1NjMwOjE3MzMwMzA3OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDU3MDAyNjA3MzMwMjo6NDo6&url=%2FWellness-Natural-Grain-Food-4-Pound%2Fdp%2FB07BRKQ8GM%2Fref%3Dsxin_13_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.6b32b29c-c1e7-4548-a253-3cba792cf5c7%253Aamzn1.sym.6b32b29c-c1e7-4548-a253-3cba792cf5c7%26cv_ct_cx%3Dpet%2Bfood%26dib%3DeyJ2IjoiMSJ9.lJCgDwlTmXzI8DcUd8CfOHY7EuKvVcQ0BijrFqGJUADpPqDl3XcgmVqfSmFnl4PIYdBPHhrCdsxte3KjqVifKw.aUgO2Qdlz4yMceXrfoaij2O1RobLAJyT8G6_zIDX8Ec%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26pd_rd_i%3DB07BRKQ8GM%26pd_rd_r%3D3b8a3859-c14c-4548-9a5b-f2ef070c4133%26pd_rd_w%3D7NdPX%26pd_rd_wg%3DQiyfd%26pf_rd_p%3D6b32b29c-c1e7-4548-a253-3cba792cf5c7%26pf_rd_r%3DW18RGAN4CGNA7C92F8JP%26qid%3D1733030795%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-5-2c727eeb-987f-452f-86bd-c2978cc9d8b9-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.6 out of 5 stars,Wellness,Puppy,,200+ bought in past month
"Purina Pro Plan High Protein Dog Food With Probiotics for Dogs, Shredded Blend Salmon & Rice Formula - 33 lb. Bag",$55.58,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMjQyMzk3NzA3NDc1NjEyOjE3MzMwMzA3OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDIwNTI2ODA0OTEwMjo6MDo6&url=%2FPurina-Pro-Plan-Shredded-Formula%2Fdp%2FB00HHN05QW%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0fa4d6f6-459f-4af8-936c-b897b21fd1ed%253Aamzn1.sym.0fa4d6f6-459f-4af8-936c-b897b21fd1ed%26cv_ct_cx%3Dpet%2Bfood%26dib%3DeyJ2IjoiMSJ9.Jk-ljMxG_dQocNCiMmIbJIvsL2MzgqPsGcK49cFNWrtxzzJP9nkTa9V5ZvcvsHnjTvWkeZQ3sFRFPyulzKxgWw.7yUtevHldg1KC3eD-ZNrd_7L-aSkjsqoM6WlH6e5p1Q%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26pd_rd_i%3DB00HHN05QW%26pd_rd_r%3D3b8a3859-c14c-4548-9a5b-f2ef070c4133%26pd_rd_w%3DRVniZ%26pd_rd_wg%3DQiyfd%26pf_rd_p%3D0fa4d6f6-459f-4af8-936c-b897b21fd1ed%26pf_rd_r%3DW18RGAN4CGNA7C92F8JP%26qid%3D1733030795%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-1-ac07dfd7-5f37-4797-bcf7-0f4905c82761-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.7 out of 5 stars,Purina Pro Plan,Adult,"Salmon, Rice, Whole Grain Wheat, Poultry By-product Meal (Source Of Glucosamine), Soybean Meal, Beef Fat Preserved With Mixed-tocopherols, Corn Gluten Meal, Barley, Oat Meal, Dried Egg Product, Fish Meal (Source Of Glucosamine), Dried Beet Pulp, Natural Flavor, Glycerin, Wheat Bran, Calcium Carbonate, Soybean Oil, Salt, Mono And Dicalcium Phosphate, Potassium Chloride, Minerals [Zinc Proteinate, Manganese Proteinate, Ferrous Sulfate, Copper Proteinate, Calcium Iodate, Sodium Selenite], Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Menadione Sodium Bisulfite Complex (Vitamin K), Vitamin D-3 Supplement, Biotin (Vitamin B-7)], Choline Chloride, L-lysine Monohydrochloride, L-ascorbyl-2-polyphosphate (Vitamin C), Dried Bacillus Coagulans Fermentation Product, Garlic Oil. D449219",8K+ bought in past month
"Purina Pro Plan High Protein Dog Food With Probiotics for Dogs, Shredded Blend Salmon & Rice Formula - 33 lb. Bag",$55.58,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMjQyMzk3NzA3NDc1NjEyOjE3MzMwMzA3OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDIwNTI2ODA0OTEwMjo6MDo6&url=%2FPurina-Pro-Plan-Shredded-Formula%2Fdp%2FB00HHN05QW%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0fa4d6f6-459f-4af8-936c-b897b21fd1ed%253Aamzn1.sym.0fa4d6f6-459f-4af8-936c-b897b21fd1ed%26cv_ct_cx%3Dpet%2Bfood%26dib%3DeyJ2IjoiMSJ9.Jk-ljMxG_dQocNCiMmIbJIvsL2MzgqPsGcK49cFNWrtxzzJP9nkTa9V5ZvcvsHnjTvWkeZQ3sFRFPyulzKxgWw.7yUtevHldg1KC3eD-ZNrd_7L-aSkjsqoM6WlH6e5p1Q%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26pd_rd_i%3DB00HHN05QW%26pd_rd_r%3D3b8a3859-c14c-4548-9a5b-f2ef070c4133%26pd_rd_w%3DRVniZ%26pd_rd_wg%3DQiyfd%26pf_rd_p%3D0fa4d6f6-459f-4af8-936c-b897b21fd1ed%26pf_rd_r%3DW18RGAN4CGNA7C92F8JP%26qid%3D1733030795%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-1-ac07dfd7-5f37-4797-bcf7-0f4905c82761-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.7 out of 5 stars,Purina Pro Plan,Adult,"Salmon, Rice, Whole Grain Wheat, Poultry By-product Meal (Source Of Glucosamine), Soybean Meal, Beef Fat Preserved With Mixed-tocopherols, Corn Gluten Meal, Barley, Oat Meal, Dried Egg Product, Fish Meal (Source Of Glucosamine), Dried Beet Pulp, Natural Flavor, Glycerin, Wheat Bran, Calcium Carbonate, Soybean Oil, Salt, Mono And Dicalcium Phosphate, Potassium Chloride, Minerals [Zinc Proteinate, Manganese Proteinate, Ferrous Sulfate, Copper Proteinate, Calcium Iodate, Sodium Selenite], Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Menadione Sodium Bisulfite Complex (Vitamin K), Vitamin D-3 Supplement, Biotin (Vitamin B-7)], Choline Chloride, L-lysine Monohydrochloride, L-ascorbyl-2-polyphosphate (Vitamin C), Dried Bacillus Coagulans Fermentation Product, Garlic Oil. D449219",8K+ bought in past month
"Purina Pro Plan High Protein Dog Food With Probiotics for Dogs, Shredded Blend Beef & Rice Formula - 35 lb. Bag",$55.58,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMjQyMzk3NzA3NDc1NjEyOjE3MzMwMzA3OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDIwNTI1MzA0NjIwMjo6MTo6&url=%2FPurina-Pro-Plan-Shredded-Formula%2Fdp%2FB001QCSHLK%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0fa4d6f6-459f-4af8-936c-b897b21fd1ed%253Aamzn1.sym.0fa4d6f6-459f-4af8-936c-b897b21fd1ed%26cv_ct_cx%3Dpet%2Bfood%26dib%3DeyJ2IjoiMSJ9.Jk-ljMxG_dQocNCiMmIbJIvsL2MzgqPsGcK49cFNWrtxzzJP9nkTa9V5ZvcvsHnjTvWkeZQ3sFRFPyulzKxgWw.7yUtevHldg1KC3eD-ZNrd_7L-aSkjsqoM6WlH6e5p1Q%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26pd_rd_i%3DB001QCSHLK%26pd_rd_r%3D3b8a3859-c14c-4548-9a5b-f2ef070c4133%26pd_rd_w%3DRVniZ%26pd_rd_wg%3DQiyfd%26pf_rd_p%3D0fa4d6f6-459f-4af8-936c-b897b21fd1ed%26pf_rd_r%3DW18RGAN4CGNA7C92F8JP%26qid%3D1733030795%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-2-ac07dfd7-5f37-4797-bcf7-0f4905c82761-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.7 out of 5 stars,Purina Pro Plan,Adult,"Beef, Rice, Whole Grain Wheat, Corn Gluten Meal, Poultry By-product Meal (Source Of Glucosamine), Soybean Meal, Whole Grain Corn, Beef Fat Preserved With Mixed-tocopherols, Dried Egg Product, Dried Beet Pulp, Fish Meal (Source Of Glucosamine), Natural Flavor, Glycerin, Calcium Carbonate, Wheat Bran, Mono And Dicalcium Phosphate, Soybean Oil, Salt, Potassium Chloride, Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Biotin (Vitamin B-7)], Minerals [Zinc Proteinate, Manganese Proteinate, Ferrous Sulfate, Copper Proteinate, Calcium Iodate, Sodium Selenite], Choline Chloride, L-ascorbyl-2-polyphosphate (Vitamin C), Dried Bacillus Coagulans Fermentation Product, Garlic Oil. P446919",8K+ bought in past month
"Purina Pro Plan High Protein Dry Puppy Food, Chicken and Rice Formula - 34 lb. Bag",$55.98,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMjQyMzk3NzA3NDc1NjEyOjE3MzMwMzA3OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDIwNTI1OTAzMjEwMjo6Mjo6&url=%2FPurina-Pro-Plan-Chicken-Formula%2Fdp%2FB003R0LLA8%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0fa4d6f6-459f-4af8-936c-b897b21fd1ed%253Aamzn1.sym.0fa4d6f6-459f-4af8-936c-b897b21fd1ed%26cv_ct_cx%3Dpet%2Bfood%26dib%3DeyJ2IjoiMSJ9.Jk-ljMxG_dQocNCiMmIbJIvsL2MzgqPsGcK49cFNWrtxzzJP9nkTa9V5ZvcvsHnjTvWkeZQ3sFRFPyulzKxgWw.7yUtevHldg1KC3eD-ZNrd_7L-aSkjsqoM6WlH6e5p1Q%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26pd_rd_i%3DB003R0LLA8%26pd_rd_r%3D3b8a3859-c14c-4548-9a5b-f2ef070c4133%26pd_rd_w%3DRVniZ%26pd_rd_wg%3DQiyfd%26pf_rd_p%3D0fa4d6f6-459f-4af8-936c-b897b21fd1ed%26pf_rd_r%3DW18RGAN4CGNA7C92F8JP%26qid%3D1733030795%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-3-ac07dfd7-5f37-4797-bcf7-0f4905c82761-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.7 out of 5 stars,Purina Pro Plan,Puppy,"Chicken, Rice, Poultry By-Product Meal, Corn Gluten Meal, Whole Grain Wheat, Beef Fat Preserved With Mixed-Tocopherols, Whole Grain Corn, Corn Germ Meal, Dried Yeast, Fish Meal, Natural Flavor, Dried Egg Product, Fish Oil, Soybean Oil, Mono And Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Choline Chloride, Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Menadione Sodium Bisulfite Complex (Vitamin K), Vitamin D-3 Supplement, Biotin (Vitamin B-7)], L-Lysine Monohydrochloride, Garlic Oil. Y445821",5K+ bought in past month
,$.,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMjQyMzk3NzA3NDc1NjEyOjE3MzMwMzA3OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDEzMDAxNTI5MzEwMjo6Mzo6&url=%2FGootoe-Turkey-Tendon-Treats-Hypoallergenic%2Fdp%2FB0C3C2HVZB%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0fa4d6f6-459f-4af8-936c-b897b21fd1ed%253Aamzn1.sym.0fa4d6f6-459f-4af8-936c-b897b21fd1ed%26cv_ct_cx%3Dpet%2Bfood%26dib%3DeyJ2IjoiMSJ9.Jk-ljMxG_dQocNCiMmIbJIvsL2MzgqPsGcK49cFNWrtxzzJP9nkTa9V5ZvcvsHnjTvWkeZQ3sFRFPyulzKxgWw.7yUtevHldg1KC3eD-ZNrd_7L-aSkjsqoM6WlH6e5p1Q%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26pd_rd_i%3DB0C3C2HVZB%26pd_rd_r%3D3b8a3859-c14c-4548-9a5b-f2ef070c4133%26pd_rd_w%3DRVniZ%26pd_rd_wg%3DQiyfd%26pf_rd_p%3D0fa4d6f6-459f-4af8-936c-b897b21fd1ed%26pf_rd_r%3DW18RGAN4CGNA7C92F8JP%26qid%3D1733030795%26sbo%3D9ZOMT9Jm0JH%252Ft%252BWi68iDSA%253D%253D%26sr%3D1-4-ac07dfd7-5f37-4797-bcf7-0f4905c82761-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.4 out of 5 stars,Gootoe,All Life Stages,Ingredients unavailable,4K+ bought in past month
,$.,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMjQyMzk3NzA3NDc1NjEyOjE3MzMwMzA3OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1Mzk4OTMwNjMwMjo6NDo6&url=%2FPurina-Pro-Plan-Focus-Formula%2Fdp%2FB005KSNWQG%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0fa4d6f6-459f-4af8-936c-b897b21fd1ed%253Aamzn1.sym.0fa4d6f6-459f-4af8-936c-b897b21fd1ed%26cv_ct_cx%3Dpet%2Bfood%26dib%3DeyJ2IjoiMSJ9.Jk-ljMxG_dQocNCiMmIbJIvsL2MzgqPsGcK49cFNWrtxzzJP9nkTa9V5ZvcvsHnjTvWkeZQ3sFRFPyulzKxgWw.7yUtevHldg1KC3eD-ZNrd_7L-aSkjsqoM6WlH6e5p1Q%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26pd_rd_i%3DB005KSNWQG%26pd_rd_r%3D3b8a3859-c14c-4548-9a5b-f2ef070c4133%26pd_rd_w%3DRVniZ%26pd_rd_wg%3DQiyfd%26pf_rd_p%3D0fa4d6f6-459f-4af8-936c-b897b21fd1ed%26pf_rd_r%3DW18RGAN4CGNA7C92F8JP%26qid%3D1733030795%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-5-ac07dfd7-5f37-4797-bcf7-0f4905c82761-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.6 out of 5 stars,Purina Pro Plan,All Life Stages,"Lamb, Rice, Corn Gluten Meal, Poultry By-Product Meal (Source Of Glucosamine), Whole Grain Wheat, Beef Fat Preserved With Mixed-Tocopherols, Oat Meal, Barley, Dried Beet Pulp, Fish Meal (Source Of Glucosamine), Natural Flavor, Dried Egg Product, Fish Oil, Calcium Carbonate, Mono And Dicalcium Phosphate, Soybean Oil, Salt, Potassium Chloride, L-Lysine Monohydrochloride, VITAMINS [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Menadione Sodium Bisulfite Complex (Vitamin K), Vitamin D-3 Supplement, Biotin (Vitamin B-7)], Choline Chloride, MINERALS [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], L-Ascorbyl-2-Polyphosphate (Vitamin C), Dried Bacillus Coagulans Fermentation Product, Garlic Oil. M448819",3K+ bought in past month
"ORIJEN Small Breed Dry Dog Food, Grain Free Dry Dog Food for Small Breeds, Fresh or Raw Ingredients, 4lb",$31.19,https://aax-us-iad.amazon.com/x/c/JEbXWGpKaJ6zRADJUhoRC08AAAGTgK9apwEAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICDJ1rYE/clv1_CEuOPUxokZA0iHrVYPsh8ivTWHd9SJwYnbIDzhOK2sdJ138lyCK1Lfw18nHE8xvWjq0yzpNb3XTPsunPS2cAPVRvBiiSDs31CWcgT2R1cHShMaJAokfB8IkGXHypURgojTodr4BrIqFvgtCFP-YkKTfjm5jx5hc4TZnnvgqzMdPm0obbgF4qHFy2PdrzPLAgAndZa8DWzclSB3g1L4NGIPNSg8bwmoB9RQTKeqMhzxNa78NhmLmxQUxujES9tiVeCGHkNPiLpANp2AkbNsgyZBmweiD42ySdf8iSx47iV5ckJQWOjZ6_1B-IZk_7FZaqxvdfxt1Cl7-mXfW_fJ2fBuhn-shbUWg4hqLbtL4JeWNYdF7fuzvp_v1RBa6_has/https://www.amazon.com/ORIJEN-Grain-Chicken-Fresh-Ingredients/dp/B086TXVC7C/ref=sxin_15_sbv_search_btf?content-id=amzn1.sym.7032aefd-3c59-4a1e-aaf4-8d3a944207a4%3Aamzn1.sym.7032aefd-3c59-4a1e-aaf4-8d3a944207a4&cv_ct_cx=pet+food&dib=eyJ2IjoiMSJ9.fv6Ss7s0m78tSmpsv44c9Q.tV2e7e2iB1A4EavLbbQ6MteWBcpMZmppbwE9NPVqay8&dib_tag=se&keywords=pet+food&pd_rd_i=B086TXVC7C&pd_rd_r=3b8a3859-c14c-4548-9a5b-f2ef070c4133&pd_rd_w=2rGwt&pd_rd_wg=Qiyfd&pf_rd_p=7032aefd-3c59-4a1e-aaf4-8d3a944207a4&pf_rd_r=W18RGAN4CGNA7C92F8JP&qid=1733030795&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-5190daf0-67e3-427c-bea6-c72c1df98776,4.6 out of 5 stars,ORIJEN,Adult,,2K+ bought in past month
"Meow Mix Original Choice Dry Cat Food, 6.3 Pound Bag",$8.49,https://www.amazon.com/Meow-Mix-Original-Dry-Food/dp/B007JXVR76/ref=sr_1_8?dib=eyJ2IjoiMSJ9.a-ZgwCGxzATVGMINPhDRea0FgIfT4erMEr1pba0yI1hIflTDuNWeVZvCjO0DzWKeSlINnGPUqTCDsL7vq1KmxTebNQxsCMY-fliD-ozFymbKNTe1qWSCsBRR4ZlGbagxOaOAFqiUE8w-Z9_QUXVIKphpCJQuEThiuhspgm50pgJXDegt9tI16WWOTk_BjW80Ip4j5uH4zByP_LZZ7WRBEh5Vq2ReYq95223uiti0O8UL1L5k2EqZ3s2IeX2ku9lfqVTBKPZnzZbn4Opi0U6OJkUu-4yr0teWUy5Hsl1HwvU.BSyhXLKkdphUOKhfv4WDcMNNMsYZ5IP3OODMJqaAczE&dib_tag=se&keywords=pet+food&qid=1733030795&sr=8-8,4.7 out of 5 stars,Meow Mix,All Life Stages,"Ground Yellow Corn, Corn Gluten Meal, Chicken By-Product Meal, Soybean Meal, Beef Tallow (Preserved With Mixed Tocopherols), Animal Digest, Calcium Carbonate, Turkey By-Product Meal, Salmon Meal, Ocean Fish Meal, Phosphoric Acid, Choline Chloride, Salt, Potassium Chloride, Titanium Dioxide (Color), Vitamins [Vitamin E Supplement, Niacin Supplement, Vitamin A Supplement, D-Calcium Pantothenate, Thiamine Mononitrate (Source of Vitamin B1), Riboflavin Supplement (Source of Vitamin B2), Pyridoxine Hydrochloride (Source of Vitamin B6), Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement], Minerals [Ferrous Sulfate (Source of Iron), Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite], Taurine, Yellow 6, Yellow 5, Red 40, Blue 2, Rosemary Extract.",50K+ bought in past month
